volatile_acid_types_high;volatile_acid_types_highest;volatile_acid_types_low;volatile_acid_types_lowest;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;rest_of_sulfur;target
0.0;1.0;0.0;0.0;0.436239926210473;1.7739218615170373;-5.199337582605575;-0.5939395388892443;0.9339099412610548;-1.1001396710768057;-1.2049354338870701;0.9835733673308725;1.6896700765037773;0.3965603560912216;-0.8196556973718009;-1.109377725663068;0
0.0;1.0;0.0;0.0;0.7315152969860136;2.3259724580726555;-5.199337582605575;-0.11441489263000099;1.59321881802305;-0.207222833412141;-0.7918838091374322;0.6135094449805312;-0.04141260138064336;1.1117020775386441;-0.3601717239541596;-0.8337809991251108;0
0.0;1.0;0.0;0.0;0.7315152969860136;1.976943225725333;-1.6844636845245369;-0.2652838681602035;1.4284820653066659;-0.8039576712814882;-0.9223302184168565;0.6800125783688009;0.3229319925266089;0.963422906816882;-0.3601717239541596;-0.8625437144150381;0
0.0;0.0;1.0;0.0;2.0744446087255772;-0.11062728256906962;1.644368536763838;-0.5939395388892443;0.9033006222888622;-0.6674190444558503;-0.8643650473631331;1.081939798029254;-0.307111166190688;0.5293010943086742;-0.3601717239541596;-0.8214123849032883;1
0.0;1.0;0.0;0.0;0.436239926210473;1.7739218615170373;-5.199337582605575;-0.5939395388892443;0.9339099412610548;-1.1001396710768057;-1.2049354338870701;0.9835733673308725;1.6896700765037773;0.3965603560912216;-0.8196556973718009;-1.109377725663068;0
0.0;1.0;0.0;0.0;0.436239926210473;1.5799683530411253;-5.199337582605575;-0.744694447710125;0.9033006222888622;-0.9495472701112366;-1.1024403670151643;0.9835733673308725;1.6896700765037773;0.3965603560912216;-0.8196556973718009;-1.025122680009755;0
0.0;1.0;0.0;0.0;0.8337809991251108;1.3310177115031385;-1.5932188180230507;-0.908974922317965;0.7596773891978573;-0.8039576712814882;-0.8753538882544654;0.4808394206668124;0.5467003923959776;-0.4528584793924642;-0.8196556973718009;-0.810909895029389;0
0.0;1.0;0.0;0.0;0.3005420014373436;1.5459273181166058;-5.199337582605575;-1.5175450472144199;0.6752774632720802;-0.8039576712814882;-1.5669896232638032;-0.07157147317761971;1.0574850143828458;-0.3123760433228349;-0.20594120689980255;-2.2258232024427875;2
0.0;1.0;0.0;0.0;0.7315152969860136;1.2420605724635019;-1.8312243273394466;-0.5020737907955009;0.842694365194144;-1.2838364149068977;-1.7055704338395008;0.6135094449805312;0.8920383589928601;0.4612146045705889;-0.6440862293312938;-1.7502216171233853;2
0.0;1.0;0.0;0.0;0.5249763962160622;1.002056477837372;0.45008014513662276;0.3789773215364033;0.8039576712814882;-0.6674190444558503;-0.30579628164909706;0.9835733673308725;0.8302341575863221;1.669112456535541;0.13717699934504946;-0.03639052269320699;0
